"Ходила гуляла с ребёнком в парк, там сидят подростки, целуются, обнимаются, обижаются... И такая ностальгия пробила: вспомнила себя в их годы, первая любовь, первые переживания, ожидания звонка, смс, бабочки в животе — всё так мило, и так грустно стало от понимания, что в моей жизни уже ничего подобного не будет. Да, есть семья, и я их очень люблю, но вот таких эмоций уже не пережить. Запах тёплой летней ночи, пиво на лавочке, ночные посиделки у костра и поцелуи до самого утра…   "
"У моего мужа в семье все актеры: мать, отец, бабушка, сестра. Вся семья настаивала, чтобы он поступал в театральный институт. Из протеста муж поступил в универ на исторический и стал преподавателем в университете. Но какой комический талант в нем пропадает! Он обожает разыгрывать разные сценки, когда мы вдвоем, так, что у меня от смеха просто слезы текут. Да и студенты его любят за умение интересно рассказывать. Мне кажется, он из всей их семьи самый талантливый, и жаль, что единственный не артист.   "
"Знакомая пожаловалась, что просит у мужа прелюдию перед сексом. А именно: купить и налить какой-то напиток, раздеть и помыть ее в душе, можно начать уже там, намазать ее кремом, погладить, поцеловать. Несколько раз он согласился, а затем сказал, что на все это у него нет сил и энергии. А ей это важно.   "
"Живу ассоциациями и знаками. У меня сильно болеет брат, и все мысли о нем. Иду домой и думаю: если знак медицины — это чаша и змея, значит, если увижу по дороге эти знаки (дорога метров 500 к дому от гаража), то брат выздоровеет. Тут на выходе из гаражей идет пьяная девушка с букетом сирени и протягивает мне эти цветы со словами: ""Возьмите, пожалуйста"". Я благодарю, беру букет (хоть сирени везде полно) и вижу на руке татуировку змеи. Настроение значительно поднялось!))   "
"Раньше, когда я был маленьким, жизнь была простая. Утром школа, вечером уроки и прогулки. Потом был институт. Несмотря на сессии, зачёты и ненужные предметы, жизнь все равно была простой и понятной. А теперь вот она — взрослая жизнь. И фиг пойми, как её жить. Какие-то возможности уже упущены. Здоровье, хоть я и молод, все равно начинает подводить. Родители стареют. И вдруг понимаешь, что как раньше уже не будет. Все изменилось. Это не есть плохо... Но я вдруг резко осознал, как жизнь скоротечна.   "
"У нас в городе есть одно небольшое кафе, где подают все наименования фастфуда, но в ""домашнем"" исполнении. Всё большое, сочное, вкусное. Хозяева - семья. Муж, жена, её сестра. Там же постоянно их трое детей. Так вот эти все люди такие огромные и толстые, что, когда они в том кафе все, посетителям просто нет места. Когда у меня кончается мотивация похудеть, я просто еду в это кафе, заказываю чай и смотрю на них. Этой терапии мне хватает где-то на полгода. Зато помогает быстро сбросить вес.   "
"У меня довольно развитая страница в Инсте. Ещё с первых двух тысяч подписчиков так сложилось, что люди писали мне о своих проблемах, и я старалась всячески им помочь. Сейчас у меня уже больше 30 тысяч, и если раньше я мечтала пойти на психолога, чтобы помогать им, то сейчас я уже просто боюсь спиться. Немного в шоке оттого, сколько дерьма происходит в этом мире. Не верю теперь даже близким людям.   "
"Общаешься с человеком, затронули какую-то тему, и он такой: «Ой, щас же покажу фото!» — и лезет в телефон. Всё, потеряли, на глазах пелена: «Смотри, тут я получил разряд по дайвингу; ой, а вот этот я хлеб сам пёк! А вот мой Никитка, когда родился, а вот ещё и ещё». И листает, и глаза такие счастливые, ушёл в воспоминания. К теме разговора иногда даже не возвращается.   "
"Всю жизнь думал, что мои соседи сверху работают на заводе подшипников или они просто сумасшедшие, потому что по вечерам периодически слышал звуки катающихся железных шаров. Они прыгают, бьются друг о друга. И вот спустя столько лет я узнал, что эти звуки издают плиты перекрытия, остывая к вечеру. Так звучит арматура внутри бетона)))   "
"Выросла в военном городке на Севере. Самое эпичное воспоминание из ""будней"" нулевых: стою на балконе, во дворе бежит один мужик, его пытается догнать другой с пистолетом, выкрикивая ему фразы из рода ""стой, сука"". Они скрываются за пятиэтажками, раздается выстрел. Жду звуков сирен и прочего, но вот они бегут в обратную сторону, поменявшись местами. Пистолетом уже завладел убегающий ранее мужчина... Столько лет меня гложет несколько вопросов: все ли живы, было ли два пистолета и из-за чего ссора?..   "
"Мне чуть за 30. Недавно ходила на молодёжный КВН, где возраст участников 17-20 лет. Что удивило: молодежь совершенно не стесняется своих недостатков — если дрыщи, то ржут над этим; если жирные, то не боятся майки поднимать и свои животы показывать прям со сцены. Причём и парни, и девушки. И что ещё поразило: много приколов, где парни типа «геи», обнимаются, манерничают. И вся молодёжь в зале хохочет, а я прикола не понимаю(((   "
"В моём доме живут алкаши-милаши. По ним можно определить, когда наступила весна и осень: они выползают пить к подъезду и, соответственно, когда холодно, сидят по домам. Смотрят за порядком и сплетнями. А ещё они всегда расходятся до 22.00. За это благодарна им очень, ночью можно спать спокойно, и никто не орёт. Суровые дядьки 50+. Никогда бы не подумала, что синячить можно по-доброму.   "
"На днях больно упала с роликов на руку. Мизинчик пострадал. Приложила лёд и по всем канонам отправилась в травмпункт. Божечки.. А там распухшие алкоголики с глазами пчеловода, вывернутые руки задом наперед. Хотела было очередь занять, но, посмотрев на всю эту красоту, спрятала руку в карман и свалила. Стало стыдно за свой мизинчик.   "
"По окончании операции я начала просыпаться раньше, чем достали дыхательную трубку. И, конечно, потрясающие ощущения, будто в моё горло засовывают цилиндрическую наждачку, вызывали восторг. Но почему-то мне стало жаль проституток: я была уверена, что именно так они сдают экзамен на профпригодность при устройстве на работу. А потом с гордостью решила, что я этот экзамен прошла.   "
"Убеждена, что знания — это не показатель ума. Человек может досконально знать определенную тему, но в жизни быть абсолютно несообразительным. Не считаю себя умнее других, но вот эта нерасторопность в людях очень бесит! Всегда удивляюсь, как эти люди доживают до своего возраста с таким уровнем восприятия и полным отсутствием смекалки и логики, если даже, образно выражаясь, видя перед собой обычную дверь, они не видят на ней ручку, чтобы открыть её. Не понимаю.   "
"Был на острове Рождество (Christmas) Кирибати. Безумно красиво.  Со мной на берег вышло ещё 40 португальских рыбаков, которые устремились расслабиться после многих месяцев в открытом океане. Но на данном острове работает только одна проститутка, причём недешёвая. Несмотря на то, что у них бартер, пару банок Coca-cola или вещи мы меняли на огромных омаров, то представьте, какая жизнь у этой проститутки))   "
