"Была когда-то прыщавым подростком. Вот прям сильно прыщавым. Прихожу как-то к бабушке, а она, указывая на мое лицо, говорит, что «хватит колоться, наркомания — зло». Дело было в 90-е, да, наркоманов разных было много. Но чтобы в щеки колоться...   "
"В маршрутке встретила необычную бабулю. Она была одета в стиле pin-up. Я похвалила ее стиль. Оказалось, в молодости она была моделью ню для игральных карт. Рассказала, что это прекрасная работа. Сам политик Вербицкий ее заказывал для совместных фото. Бабуля сказала, что я красивая и должна попробовать что-то такое. Я в шоке, но и призадумалась.   "
"Когда я была маленькой, мы жили рядом с бабушкой. Я часто ходила к ней после школы, и было очень тяжело расставаться, когда за мной приходили родители. В такие моменты она выглядывала в окно и махала мне рукой на прощание, а я плакала ещё сильнее. Я давно выросла, успела переехать, с бабушкой стали видеться реже. И вот я в родном городе, пришла к бабушке в гости, а на прощание она, как и в детстве, махала рукой из окна. Села в машину и разревелась.   "
"Учила бабушку пользоваться палочками для суши, показывала, как фиксировать их пальцами. Когда суши закончились, показывала на других предметах: салфетках, коробочках и прочем. У нее не особо получалось, все падало, но бабушку этот навык очень впечатлил. Сегодня я вернулась с работы, и она с порога очень умело схватила меня палочками за нос)   "
"90-е годы, в поселковый кинотеатр завезли невидаль – эротическое кино. Многие ходили, было интересно глянуть на такое доселе невиданное, тем более на большом экране. Ходили на эти фильмы и местные бабушки-старушки. Заходили – плевались, выходили – плевались, кричали про срам, возмущались и чуть ли не падали в обморок от западной пахабщины и тут же шли на следующий сеанс. Могли так по несколько заходов в день сделать.   "
"Был у меня в детстве случай. Еду на велосипеде по деревне, впереди спуск с горы, а навстречу идет бабушка Груша. И уже не помню, почему так получилось, что я не могла проехать мимо нее, я врезаюсь в бабулю, и мы падаем в разные стороны. Пообещала пожаловаться моим родителям. Прихожу домой и говорю, что врезалась в Грушу. Велосипед в ремонт, колесо погнуто. Не сразу до родителей дошло, что речь о бабушке, думали, я в дерево въехала. Бабуля пришла жаловаться, вопрос урегулировали бутылкой водки.   "
"Мне 21, и мои бабушки до недавнего времени говорили друг другу, что я им не звоню. Хотя звоню обеим через день. Они так делали, потому что думали, что я звоню только одной из них. И, чтобы не расстраивать другую, жаловались, что: «Вот, она мне совсем не звонит». Всё выяснилось, когда я планово позвонила одной из них, когда другая моя бабуля была у неё в гостях. Непонятно, откуда это взялось. И ведь, получается, лет 8 уже длится этот «обман в благих целях».   "
"В моей семье всегда было нормально, если женщины или девочки легко чмокали друг друга в губы (при встрече или на ночь). Однажды, когда мне было примерно лет пять, при встрече с бабушкой уже по привычке хотела легонько её поцеловать, а она засунула свой язык мне в рот, обслюнявив меня всю, а потом сказала: «Нравится? Это так взрослые целуются». До сих пор не понимаю, что это было и зачем это было, но целовать кого-то с тех пор очень противно.   "
"Шли с мужем по Арбату и видим, что идёт плохо одетая бабушка с ходунками. Около лестницы кричит нам: ""Помогите спуститься!"" Подбегаем, а она командует: ""Вот так ставьте, тихонько, не уроните меня!"" Спустили, продолжает: ""Застегните мне шубу, завяжите шарф, сильнее! Прикройте, чтобы дырок не было видно, люди все пуговицы оторвали!"" Я только успевала быстро всё делать, холодно же, и она выдаёт: ""Ребят, вы можете вызвать такси?"" От шока я успела только сказать: ""Нет, спасибо!"" — и мы убежали под её удивлённый взгляд.   "
"Моей бабушке было б 94 года, но не дожила. Летом она устроила генеральную репетицию своих похорон: достала все вещи, оделась, покрутилась, рассмотрела себя и как скинет с ног тапочки. Сказала, что нигде, даже ""там"" не будет одета безвкусно, и в бабушкиных мягких тапочках в гроб не ляжет. После чего достала из шифоньера лаковые туфли на 8 см каблуке и настояла надеть их ей в день похорон. Так и сделали, как она хотела. Вот она какая, настоящая женщина, чтоб красивая даже в деть смерти была.   "
