"Мне жаль людей, которые зарабатывают физической силой. Редко кто получает от такой работы удовольствие. Искренне сочувствую и уборщицам, и грузчикам, и дворникам. Не от хорошей же жизни люди работают на такой должности. Лично я зарабатываю умственной работой, хоть башка порой и трещит, но это явно лучше, чем полы мыть, таскать мешки или чистить снег. Да и в разы больше зарабатываю. Если бесит моя работа, представляю, как иду устраиваться уборщицей, сразу хочется за компьютером сидеть и дальше. "
"Выходной. Мы с мужем в одном из московских ТЦ делаем покупки. Подбегаем ко мне с улыбкой в 33 незнакомая девушка и кричит: «Я вас знаю, я была у вас на собеседовании». И так же молниеносно убегает, а я не успеваю ничего сообразить и сказать в ответ. Просто я работаю HR уже больше 10 лет и провела за это время большое количество собеседований. В детстве всегда мечтала быть знаменитой, но думала, что популярность придёт ко мне как-нибудь по-другому…   "
"Конец 90-х, поступил вызов, разбойное нападение, получаем автоматы и летим на адрес. Служебная машина — обычная семерка с гражданскими номерами полная вооруженных оперов. Останавливаемся на светофоре, подъезжает справа иномарка. Лето, окна открыты, в машине четыре человек с автоматами. Смотрю, у водителя и пассажира испуганный взгляд, то на нас, то на дорогу. Не успел загореться зелёный, как иномарка стартанула так, что визг резины было слышно ещё пару кварталов. Представляю, что подумал бедолага-водитель иномарки.   "
"У меня есть клиентка, очень милая молодая женщина. Пару раз в неделю мы встречаемся по ее запросу, обсуждаем ее проблемы. Встречи происходят в кафе, платит она, как пригласившая. Казалось бы, все замечательно — сиди, обедай, слушай, получай деньги. Капля дегтя в этой бочке меда — женщина всегда говорит с полным ртом. Набивает рот едой и вперед, рассказывать о проблемах.   "
"У нас на работе есть женщина, которая работает главным бухгалтером. Боже, более тупого и профессионально неподкованного специалиста я в жизни не видела. За все всегда приходится перепроверять и переделывать. А она ещё ходит и жалуется, что зарплата у неё маленькая, а работы много, и она не успевает её выполнять. При этом регулярно уходит с работы на час раньше. Уже несколько раз по её вине фирма влетала в долги. Новое начальство ждёт её последний косяк, чтоб уволить по статье. Задолбала.   "
"Работаю продавцом в магазине крупной сети. Каждый день вижу много новых лиц, и как же они все задолбали! Каждый человек считает своим долгом высказать мне свое ""фи"" по поводу работы магазина, качества продукции, высоких цен, цвета стеллажей, как выложен товар и то, что пакеты у нас плохого качества! Такое чувство, что каждый считает, что на кассе сидят совладельцы магазинов, и именно им нужно знать эти грёбаные претензии! Если что-то не нравится, пусть берут жалобную книгу и туда строчат свою гневную тираду. "
"Устроилась на работу, где по половине дня сижу и «плюю в потолок». Зарплата вдвое больше, чем на предыдущей работе, ответственности и работы меньше. Не думаю, что мне повезло, потому что ненавижу, когда нечего делать. Я на работу пришла работать, а не листать ленты соцсетей и периодически залипать. Очень скучаю по прошлой работе, где почти не было свободной минутки. Чувствую, что начинаю деградировать. Снова ищу работу :(   "
"Как же меня раздражают люди, которые жалуются на рутинную офисную работу а-ля ""офисный червь"". Я мечтаю о такой работе! Спокойно сидеть на рабочем месте, отвечать на звонки, печатать документы, а не бегать, как обосранный олень, и набивать личные продажи, выполняя план. А если ещё и известная фирма, то и зарплата хорошая. Людям, которые жалуются на такую работу, нужно идти в продажи, вот там-то они точно не заскучают!   "
"Работала в не очень большом коллективе, десять человек. Все уже возрастные тётки со своими устоявшимися закидонами. Надоели они мне очень сильно. И тут вдруг работодатель решил нас всех поувольнять. Ну погоревала я, погоревала, а потом увидела большой плюс, что не буду больше общаться с этими людьми. Устроилась на новую работу. Через пару месяцев весь ненавистный мне коллектив каким-то совершено непостижимым образом собрался снова. Повезло так повезло…   "
"Работаю в компании, которая позиционирует себя как бренд европейского уровня (в перспективе). А по сути мы просто закупаем дешевенький товар в Китае, переобуваем его здесь в свои упаковки и перепродаем. При этом работаем на безумно дешевом оборудовании, которое чуть ли не списано с китайских заводов ввиду выхода срока службы, и фотографии товара делаются на старенькую мыльницу, тщетно пытающуюся повторить успех фотографий Apple. Вот так и творится ""европейское"" качество — из говна и палок.   "
"В свое время работал менеджером в казино. Гости были самые разные, но один отличился особенно. От переизбытка эмоций и алкоголя этот товарищ обделался по-большому во время игры прямо в штаны. Запах, звук и его последующее поведение заметили все окружающие, народу было много. Этот чудак быстро удалился в туалет, вызвонил жену из дома, чтобы она привезла чистую одежду и забрала его. На следующий день этот кадр явился опять как ни в чем не бывало. Больные люди, блять.   "
"Я инженер, работаю на государство. Всё строго. Когда мне попадается новая работа, в которой я не разбираюсь, гуглю методички для студентов. Преподаватели создают поэтапное, полностью разжёванное пособие, как выполнять работу. Истинно чудесные люди! Наглядный пример как практика пригождается в жизни.   "
"Недавно на просторах сети я наткнулась на пост с вопросом: ""Если бы вы могли выбрать любую работу, если бы могли заняться чем угодно, что бы вы выбрали?"" Поразмыслив, я поняла, что всей душой люблю свою профессию. Даже при всем богатстве выбора - я продолжила бы развиваться во многих направлениях, но все-таки занималась бы тем же, чем занимаюсь сейчас. И, оказывается, это делает меня очень счастливой!   "
"Пришла ко мне на фотосессию семья: папа, мама и малыш. Отец изначально не слишком активно участвовал, был немного тормознут и недоволен. В какой-то момент решили поснимать маму с ребёнком, и отец отсел на диванчик. Через пять минут по студии раздался оглушительный храп. Разбудили главу семейства только в конце процесса. Сделали ещё несколько фото, а он даже не выглядел заспанным, и к его великой радости всё закончилось. Поблагодарили, сообщив, что это была лучшая съёмка, и уехали.   "
"Иногда дико хочется стукануть на контору, в которой работаю, ведь я знаю много их незаконных секретов. Сама все делаю честно, имею нужные документы, так что в случае чего только ко мне нельзя будет придраться. Подумываю слить их, если решат меня уволить.   "
"Работаю репетитором. Ужасно бесит один ученик. Богатая семья, сынок на домашнем обучении. Он считает возможным отменять и переносить занятия за 10 минут (когда я уже подхожу к дому). Пыталась говорить с его мамой, она говорит, что проведёт воспитательную беседу, извиняется. Но в следующий раз то же самое. Каждый раз жутко злюсь, но не отказываюсь от занятий, потому что платит его мама в 2-3 раза больше, чем остальные ученики.   "
"Работала в продуктовом магазине. Как-то раз подходит товаровед и говорит, что заметила, как алкаш прячет бутылку водки в штаны. Ловим его на выходе из магазина, заставляем вытаскивать. Вместе с водкой в штанах оказалась краковская колбаса (запечатанная). Мужик орет, что это его, у нас он ее не воровал, даже пытался отобрать обратно, но мы его слушать не стали, забрали бутылку с колбасой и вызвали охрану. И только после того, как его увезли, товаровед заметила, что такой колбасой мы не торгуем...   "
"По специальности провизор, учился пять лет и плюс год интернатура. Работаю в аптеке. В итоге в последнее время стараюсь незнакомым людям не говорить о своем месте работы и образовании, потому что каждый раз слышу одно и то же: ""И для этого столько учиться, да каждый может стоять и таблетки продавать, вы же обычные продавцы"". Скоро начну отвечать, что я безработный.   "
"Работаю бариста. Случаев весёлых много, но этот запомнился особенно… — Вы можете приготовить слоистый латте? — Да, конечно, какой объём?  — Двести. — Сладкий пьёте? — Нет. Старательно делаю латте слоями, отдаю. Клиент открывает крышку, насыпает 6 пакетиков сахара, тщательно перемешивает и уходит...   "
"Работала в клинике пластической хирургии в Корее. Интересно, насколько разные комплексы у европеек и азиаток. Ладно ещё операция по созданию двойного века, шоком для меня были: силиконовый или костный имплант в нос для создания высокой переносицы, трасплантация жира или силикон в лоб или подбородок для ""объёмного"" лица, срезание кости на челюстях для уменьшения лица, инъекции для отбеливания кожи. Я до этого и не задумывалась, насколько у меня лоб объёмный, а мне, оказывается, повезло))   "
"Я врач-реаниматолог. Работаю и в больнице, и на скорой. Много разной жести и чернухи видел, никогда не теряю самообладания, не испытываю страха или отвращения. Делаю свою работу чётко и уверенно. Но ужасно боюсь уколов. По работе нужно раз в год проходить мед. обследование, в том числе нужно сдавать кровь на анализ. Каждый раз впадаю в нервный мандраж при виде иглы, бледнею и иногда даже падаю в обморок. Никому об этом не рассказываю.   "
"Парень работает в большом торговом центре. Постоянный поток покупателей заставляет общаться с кучей народа, причём люди не всегда доброжелательны, а есть те, кто откровенно говна в душу накидывает, пока делают покупки. С работы парень приходит выжатым лимоном. В выходные дни не хочет идти гулять, а если идём, то предлагает безлюдные места, в основном просится в лес. Я как любящая девушка его пожелания учитываю, и мы гуляем по лесополосе за домом.       "
"Работала в детском доме, и была у нас шеф-повар очень крупных размеров. У неё даже стул был специальный с самодельным большим поджопником. Она всегда говорила девчонкам-поварам, чтоб ей суп отдельно без зажарки наливали — вредно же! А потом садилась жрать бледненький супчик с хлебом, намазанным охуенным слоем майонеза и таким же слоем этой самой зажарки сверху.    "
"Устроилась работать копирайтером. Статьи писать люблю, но иногда это сложно - то просто вдохновения нет, то тема скучная. Заметила, что, выпивши, всё сразу идёт на лад, статьи раз в десять быстрее пишутся.  Мне 23 года, чувствую, что скоро сопьюсь.   "
"Мой дядя работал в морге. Однажды я напросился с ним на вскрытие. В тот день вскрытий в морге не было, а было 2 заказа — бальзамирование на дому. Город небольшой и вокруг много деревень. Привезли нас в деревенский дом, родственники нас с дядей направили в комнату, где лежала мертвая бабушка. Родственникам мы представляли меня как студента медколледжа, хотя я ещё в 9 классе был. Это было так дико: мертвое разделанное тело, вокруг много крови, и все это не в морге, а в обычном жилом доме.   "
"17 лет отработала в большом женском коллективе в городской поликлинике, а последний год устроилась в частную клинику, где в коллективе всего шесть человек. Более пакостливых и завистливых людей я в своей жизни не встречала. Целыми днями перемывают кости друг другу. На работу хожу через силу, с каждым днём всё сильнее хочется послать их всех нахуй!   "
"Работаю на складе замначальником, приходится работать с клиентами, документами, компьютером. Я ненавижу свою работу, устаю морально. Работаю по 12-14 часов в сутки и 4 часа трачу на дорогу. Сплю 5 часов. Устал, сил нет. Тут пришлось 2 недели заменять водителя погрузчика, я отдохнул и физически, и морально, думаю сменить работу и профессию. Но все говорят: сидеть за компьютером легко и деньги больше. Хочу отдыхать морально за меньшие деньги, но никто этого не понимает.   "
"Работаю на иностранном производстве. Мозг уже привык к выражению «окейный продукт». Думала, ничего хуже не услышу, но меня снова поразили. Коллега по телефону обещал «океить детали». Велик и могуч русский язык.   "
"Устроилась на новую работу, и меня тут всё время все пытаются с кем-то свести. Постоянно со стороны женской части шуточки о том, что на меня запал то этот сотрудник, то тот. Мужская часть коллектива переодически флиртует со мной довольно откровенно. Не могу понять, почему это происходит, так как я замужем, у меня есть ребёнок, я супер тихий и скромный человек и никак своим поведением не могу показать, что я готова на флирт/роман с кем-либо. Я просто сижу в своём углу и делаю свою работу.   "
"Как же вымораживает, когда на работе какие-то вещи нужно законспектировать/написать на флипчарте, и обязательно просят это делать девушку/женщину. Особенно если она одна. При том, что должности и статус у всех одинаковые. И все 10 мужчин, вроде серьёзные люди, говорят: ""Давай, у девушек почерк лучше"". Принципиально никогда этого не делаю.   "
"Работаю моряком. Многие думают, что тут куча романтики, мол, ты объезжаешь весь мир и любуешься красотами, но на самом деле ты видишь только порты, схожие друг с другом, и людей, так же схожих, но в том, как же ты им тут не нужен; ты находишься вдали от дома и родных, что является самым тяжелым, но по приезде все думают, что ты просто путешествуешь и зарабатываешь кучу бабок, но время без близких не оправдывает никакие суммы.   "
"Живу за городом в коттеджном посёлке. Работаю в минимаркете продавцом-кассиром. Контингент один и тот же, как в деревне. Нереально бесят люди, когда говорят, что мы уже должны давать что-то бесплатно или предоставлять скидку. А, может, мне ещё бесплатно работать и питаться аурой?!   "
"В организации, где я работаю, существует объемная картотека наших клиентов. Каждому автоматически в порядке обращения присваивается лицевой счет. И у нас есть клиентка по фамилии Богомольная. Лицевой счет 666.   "
"Опять все сотрудники пошли после работы выпить, а меня не пригласили. В прошлые выходные были у сисадмина на новоселье тоже без меня. Захожу в курилку - замолкают. Никаких личных разговоров, шуток, анекдотов при мне, только работа.  Я одинокий директор небольшого предприятия.   "
"Я юрист. Решила подрабатывать на бирже текстов. Писать я люблю, а статьи юридической тематики ещё всегда востребованы. Написала работу, опираясь только на знания и опыт, отправила на проверку. Админ отказал, антиплагиат считал всю юридическую лексику как заимствование. Пыталась объяснить, что менять терминологию нельзя, ведь я ее в статье и объясняю. Без толку. Теперь я понимаю, почему в интернете столько околонаучной бредятины.   "
"Начальница у нас больная на всю голову. Говорят, её мама колдовала и в старости в психушке умерла, так наша, походу, такая же. Периодически, когда её не бывает на работе, святой водой и молитвами кабинеты освещаем. Немного тише становится. На новолуние у неё обострение: орёт и орёт. На днях пела похоронный марш. Ей 58 лет. Страшно представить, чем дело закончится. Все устали от этого.   "
"Искала работу на просторах интернета. Ввела запрос ""для тех, кто ненавидит людей"". Вышел ответ: ""Копатель могил"".   "
"Работаю в сервис-центре, где ремонтируем гаджеты. И вот однажды приходит одна мадам неопределённого возраста с фиолетовыми волосами и эмоционально так говорит: ""Вы знаете, мне надо починить один гаджет, он глючит, зарядку плохо держит и отключается в самое неподходящее время. Почините его, пожалуйста, жить без него не могу!"" И с этими словами вытаскивает из сумки вибратор чёрного цвета...   "
"Я учитель. У нас в школе есть мальчик по национальности калмык. Над ним все шутят и довольно обидно оскорбляют. Ему обидно, а я сам ржу с этих шуток. Приходится выходить во время уроков, чтобы поржать. Я тоже калмык.   "
"У меня тугоухость 2-й степени. Вещь так себе, но жить особо не мешает даже без слухового аппарата. Как-то закончила университет, хотя преподы ещё те любители шептать были. Однако при устройстве на работу в довольно престижный центр после недельной стажировки пришлось сказать начальнице о своей проблеме, так как она пожаловалась, что я ее не расслышала в шумной комнате с другого конца. Я-то привыкла жить с этим, мне не мешает, но, видимо, людям виднее, как мне это будет мешать в работе. Ищу заново.   "
"Работаю редактором в издательстве. Готовлю книгу, которую ждут читатели, и на которой можно хорошо заработать. Вроде бы всё хорошо, но обратная сторона в том, что автор — сущая бездарность, и все тексты за него пишу я. Он станет известным и получит огромный гонорар, а я получу зарплату и останусь в тени.   "
"Работаю в женском коллективе. Все очень милые, общительные и дружелюбные девушки, кроме одной крысы, которая каждый раз при встрече с начальством упомянет какую-нибудь оплошность своей коллеги и не забудет выдумать о ней очередную сплетню. Каждый раз она выбирает себе новую жертву из нашего коллектива. И в итоге эта падла в почете у начальства! Бесит, сука!   "
"Я лектор по весьма сложному предмету. Допуски к экзамену получаются только через меня. Я не прошу много, нужно минимум — пять страниц А4, которые надо знать для допуска, иначе студенты просто не смогут учиться дальше. Я стараюсь, устраиваю кучу дополнительных, приглашаю специалистов на определенные темы. Естественно, никто мне за это даже спасибо не говорит. Единственное, чего я прошу — эти пять страниц. А в результате для некоторых студентов я тварь и зверь, ведь не допускаю просто так. Обидно.   "
"Когда стала работать в проктологическом отделении, бывшие одноклассники ржали и поддевали меня. Спустя 15 лет они делают вид, что мы не знакомы, когда поступают лечить геморрой, заработанный в своих офисах. А я ведь говорила, что моя помощь им ещё пригодится)   "
"Мне 40, зарабатываю созданием маркетингового контента. Иногда халтурю – пишу заказные посты для блоггеров и в сообщества. Сейчас есть спрос на негатив про СССР: какие-нибудь глупые истории про очереди и дефицит. Сейчас много таких постов в сети. Смешно, когда их 20-летние распространяют и с жаром комментируют. Не испытав, не познаешь.    "
"Живем с мужем уже 13 лет, и по стечению обстоятельств получилось так, что он работает до 18:00, а я с 17:00 (последний год). Он уходит, я сплю, я прихожу, он спит. Мы ужасно отдалились друг от друга, страшно, наша семья рушится. Не знаю, как исправить ситуацию, ведь ни я, ни он пока не имеем возможности поменять место работы. Беда!   "
"Как-то подрабатывал экспертом оценки содержания книги. Мне попалось две книги одного автора: теория и вычисления. Книгу с теорией пропустил после пары доработок. А вот вычисления нет. Грубейшие математические ошибки, нежелание автора докопаться до истины, а только исправление моих замечаний. Бесят люди, которые работают ради галочки. Пугали людьми из Министерства, но все равно не пропустил. Пропустить говно — то же, что съесть его самому.   "
"Работаю администратором в фотостудии. Больше всего заказов на ню фотосеты. Это никого не удивляет, но удивляет лично меня то, что ню-модели в 80% случаев — парни. Или это новый тренд, или все так хотят порадовать любимую.   "
"Пришла устраиваться на работу. Собеседование проводил директор. В очках! В солнцезащитных очках! Зимой. Позже выяснилось, что он по пьяни разбил об голову бутылку. Я не испугалась и согласилась работать.   "
